TOUCHPOINT,MONTH,SITE,IMPRESSIONS,AGE_MIN,AGE_DIFF,SEX,INCOME,UNWEIGHTED_REACH,COMPOSITION
IVIDEO,2017-04-01,IMHO,2970559,25,19,W,1,204,0.454
DISPLAY,2017-08-01,MAILMAIN,311152,25,24,W,1,55,0.731
DISPLAY,2017-08-01,MAILPOST,3028926,13,11,M,0,65,0.34
DISPLAY,2016-02-01,GDN,8595219,20,14,W,0,82,0.456
IVIDEO,2016-11-01,GPMD,11740513,25,19,P,1,347,0.339
IVIDEO,2016-06-01,GPMD,1930478,16,19,W,0,128,0.651
IVIDEO,2016-04-01,GPMD,1719195,25,19,W,1,176,0.666
IVIDEO,2016-02-01,IMHO,1099778,20,14,W,0,55,0.361
IVIDEO,2018-01-01,IMHO,2986065,25,19,W,1,140,0.215
DISPLAY,2016-04-01,MAILMAIN,5421172,18,26,P,1,956,0.818
IVIDEO,2017-03-01,GPMD,1380142,20,34,W,1,86,0.612
IVIDEO,2017-09-01,IMHO,3433312,25,19,P,1,64,0.353
DISPLAY,2017-02-01,RAMBLER,331134,18,26,P,1,43,0.596
DISPLAY,2016-08-01,OK,15116755,16,24,W,1,320,0.466
IVIDEO,2017-02-01,IMHO,638936,25,29,W,0,82,0.543
IVIDEO,2017-03-01,GPMD,2532644,18,26,P,1,98,0.349
IVIDEO,2017-08-01,GPMD,2809484,16,19,W,0,274,0.75
DISPLAY,2017-05-01,VK,4817393,16,24,W,0,273,0.821
DISPLAY,2016-09-01,MAILMYWORLD,3159098,20,15,W,1,113,0.643
IVIDEO,2016-07-01,IMHO,1239065,16,19,W,0,73,0.607
IVIDEO,2016-08-01,YOUTUBE,711793,20,24,W,0,43,0.57
DISPLAY,2016-06-01,VK,3849201,18,6,M,0,97,0.637
IVIDEO,2016-08-01,YOUTUBE,1348014,16,19,W,0,52,0.571
IVIDEO,2017-03-01,IMHO,2213073,20,14,W,0,102,0.572
DISPLAY,2016-03-01,YOUTUBE,17431761,20,20,W,1,127,0.184
DISPLAY,2016-03-01,OK,5382850,20,20,W,1,208,0.544
IVIDEO,2016-08-01,GPMD,1061418,16,19,W,0,102,0.585
DISPLAY,2016-05-01,OK,3688247,18,32,M,1,157,0.689
DISPLAY,2017-09-01,OK,695021,12,52,P,0,98,1.0
IVIDEO,2018-01-01,GPMD,4245513,20,14,W,0,72,0.162
IVIDEO,2017-02-01,STS,344123,25,19,P,1,50,0.789
IVIDEO,2016-03-01,GPMD,385215,20,20,W,1,54,0.532
IVIDEO,2017-06-01,STS,574350,18,32,M,1,51,0.872
IVIDEO,2016-03-01,STS,677046,25,19,W,1,59,0.405
DISPLAY,2016-04-01,OK,1835908,20,24,W,0,100,0.697
DISPLAY,2016-02-01,MAILPOST,7951245,18,6,M,0,176,0.693
DISPLAY,2017-09-01,MAILPOST,693328,12,52,P,0,140,1.0
IVIDEO,2016-12-01,STS,563009,20,34,W,1,43,0.793
DISPLAY,2016-11-01,MAILPOST,10216093,20,24,W,1,602,0.778
IVIDEO,2017-02-01,GPMD,923724,18,32,M,1,98,0.554
DISPLAY,2016-10-01,VK,1276132,20,14,W,0,87,0.819
IVIDEO,2016-09-01,GPMD,1303438,18,16,W,1,150,0.682
IVIDEO,2016-11-01,GPMD,1322932,25,19,W,0,182,0.793
IVIDEO,2016-08-01,GPMD,507577,25,24,W,0,55,0.497
DISPLAY,2017-01-01,MAILPOST,786155,18,26,W,0,218,0.876
IVIDEO,2017-05-01,GPMD,1498515,25,19,W,0,204,0.71
IVIDEO,2017-02-01,GPMD,2747029,25,29,W,0,196,0.619
DISPLAY,2016-09-01,MAILPOST,31527846,25,20,W,1,985,0.723
IVIDEO,2017-10-01,IMHO,1169245,25,19,W,1,106,0.397
IVIDEO,2016-05-01,IMHO,2205885,20,14,W,0,102,0.313
IVIDEO,2017-01-01,IMHO,3337746,20,14,W,0,186,0.516
IVIDEO,2016-08-01,STS,292872,25,24,W,0,56,0.714
DISPLAY,2017-10-01,OK,4521214,16,19,W,0,109,0.659
DISPLAY,2016-12-01,RAMBLER,2561217,25,25,M,1,139,0.591
DISPLAY,2016-02-01,MAILPOST,20689421,25,19,W,1,948,0.709
IVIDEO,2017-10-01,GPMD,1225791,25,19,W,1,114,0.555
IVIDEO,2016-08-01,GPMD,702106,20,20,W,1,80,0.572
DISPLAY,2016-08-01,VK,3117916,20,14,W,0,180,0.711
DISPLAY,2017-09-01,MAILPOST,694899,12,52,P,0,160,1.0
IVIDEO,2017-09-01,GPMD,997403,25,19,W,1,45,0.356
DISPLAY,2016-11-01,VK,1656605,25,20,W,0,46,0.679
DISPLAY,2016-12-01,MAILPOST,26679643,18,26,P,1,2002,0.815
DISPLAY,2016-01-01,OK,8494556,20,14,W,0,284,0.667
IVIDEO,2017-08-01,GPMD,872810,20,44,W,0,148,0.786
IVIDEO,2016-06-01,GPMD,778933,18,26,P,1,50,0.356
DISPLAY,2017-01-01,MAILMAIN,6215677,18,32,M,1,502,0.73
DISPLAY,2017-05-01,VK,2073478,18,6,M,0,81,0.678
IVIDEO,2016-03-01,GPMD,1453967,20,14,W,0,104,0.376
IVIDEO,2017-02-01,IMHO,1851453,20,14,W,0,67,0.422
IVIDEO,2017-02-01,IMHO,3724705,16,19,W,0,180,0.511
IVIDEO,2017-01-01,GPMD,1865019,25,19,W,1,237,0.608
DISPLAY,2016-12-01,VK,8732725,15,20,W,0,232,0.723
IVIDEO,2017-02-01,GPMD,1980626,18,26,P,1,96,0.355
DISPLAY,2016-04-01,OK,28859376,20,24,W,0,642,0.676
IVIDEO,2016-08-01,IMHO,1357114,25,29,W,0,112,0.519
IVIDEO,2018-02-01,IMHO,3310240,25,39,W,1,88,0.528
DISPLAY,2016-11-01,MAILPOST,660821,25,20,W,0,106,0.772
IVIDEO,2018-02-01,IMHO,1983845,25,39,W,1,42,0.53
DISPLAY,2016-07-01,VK,3758828,16,19,W,0,172,0.766
IVIDEO,2016-09-01,IMHO,358567,25,39,W,0,49,0.778
DISPLAY,2016-12-01,RAMBLER,3161367,25,25,M,1,198,0.565
IVIDEO,2017-10-01,GPMD,1917954,25,19,W,0,262,0.62
IVIDEO,2017-04-01,GPMD,1211660,20,34,W,1,147,0.585
IVIDEO,2017-09-01,GPMD,1651243,25,19,W,1,151,0.567
IVIDEO,2016-07-01,YOUTUBE,1679261,16,19,W,0,70,0.647
IVIDEO,2016-08-01,STS,560519,16,19,W,0,42,0.919
DISPLAY,2016-07-01,OK,11492175,20,14,W,0,263,0.743
IVIDEO,2016-07-01,GPMD,2206614,25,29,W,0,256,0.678
DISPLAY,2016-05-01,VK,1043403,25,20,W,0,85,0.783
IVIDEO,2016-12-01,GPMD,438676,16,18,W,0,51,0.807
DISPLAY,2016-01-01,RAMBLER,2422285,18,26,P,1,148,0.624
DISPLAY,2016-06-01,MAILPOST,44662267,24,25,W,0,1381,0.824
IVIDEO,2017-02-01,GPMD,5818951,16,19,W,0,392,0.628
DISPLAY,2016-08-01,VK,5646277,16,24,W,0,260,0.774
IVIDEO,2016-09-01,YOUTUBE,691645,25,19,W,0,59,0.571
IVIDEO,2016-04-01,STS,821195,25,29,W,1,40,0.456
IVIDEO,2016-06-01,IMHO,1935328,16,19,W,0,108,0.509
IVIDEO,2016-11-01,GPMD,2677309,16,19,W,0,217,0.646
DISPLAY,2016-03-01,GDN,18757954,25,20,W,0,395,0.535
DISPLAY,2016-03-01,VK,862686,25,20,W,0,88,0.84
IVIDEO,2017-02-01,IMHO,1288351,20,34,W,1,83,0.481
DISPLAY,2017-02-01,MAILMAIN,2539115,18,26,W,1,532,0.677
IVIDEO,2017-03-01,GPMD,9636359,18,32,M,1,510,0.571
IVIDEO,2016-07-01,GPMD,843457,18,26,P,1,53,0.494
IVIDEO,2016-06-01,YOUTUBE,2028106,20,14,W,0,91,0.399
DISPLAY,2016-03-01,VK,2468531,16,34,M,0,230,0.737
DISPLAY,2016-10-01,MAILPOST,25582611,25,20,W,1,855,0.737
IVIDEO,2016-01-01,GPMD,1722555,25,19,W,1,210,0.617
DISPLAY,2016-05-01,MAILPOST,31527704,25,25,M,1,1173,0.749
DISPLAY,2017-12-01,OK,1835952,20,14,W,0,67,0.756
IVIDEO,2016-10-01,GPMD,756526,25,19,W,0,79,0.732
IVIDEO,2017-08-01,IMHO,1516638,25,39,W,1,144,0.69
IVIDEO,2016-12-01,IMHO,1665386,20,14,W,0,100,0.505
IVIDEO,2017-10-01,GPMD,2109320,25,19,W,1,221,0.566
IVIDEO,2016-03-01,IMHO,1100676,20,14,W,0,69,0.488
IVIDEO,2017-10-01,IMHO,4345342,18,36,P,1,215,0.549
IVIDEO,2016-12-01,STS,506338,25,29,W,0,51,0.783
IVIDEO,2016-12-01,IMHO,1743432,25,19,W,0,106,0.342
IVIDEO,2017-06-01,GPMD,2124426,18,6,M,0,86,0.606
IVIDEO,2017-04-01,IMHO,2397163,25,19,W,0,140,0.409
DISPLAY,2016-10-01,MAILPOST,12550926,25,20,W,0,824,0.83
DISPLAY,2016-04-01,MAILPOST,7787845,18,6,M,0,177,0.683
IVIDEO,2017-04-01,STS,435666,16,19,W,0,55,0.833
IVIDEO,2016-12-01,STS,703971,16,19,W,0,67,0.795
IVIDEO,2016-12-01,GPMD,3350989,16,19,W,0,337,0.737
DISPLAY,2016-02-01,MAILHEALTH,2847700,25,30,P,1,451,0.823
DISPLAY,2016-12-01,RAMBLER,729475,20,24,W,1,43,0.582
DISPLAY,2016-02-01,OK,5969039,15,20,W,0,211,0.72
IVIDEO,2016-05-01,YOUTUBE,1077962,16,19,W,0,90,0.629
DISPLAY,2016-03-01,OK,5969409,15,20,W,0,190,0.729
DISPLAY,2017-09-01,MAILMAIN,2101661,16,28,W,1,152,0.628
IVIDEO,2016-04-01,GPMD,1746455,16,19,W,0,207,0.75
IVIDEO,2016-08-01,STS,1959883,18,26,P,1,114,0.522
DISPLAY,2017-10-01,OK,2106771,20,14,W,0,62,0.726
IVIDEO,2017-05-01,GPMD,4701631,16,8,W,0,172,0.507
IVIDEO,2017-10-01,IMHO,4204356,20,44,W,0,255,0.845
IVIDEO,2016-11-01,IMHO,3881555,18,26,W,1,199,0.445
IVIDEO,2017-05-01,GPMD,5768022,18,32,M,1,480,0.581
IVIDEO,2016-06-01,GPMD,1394303,16,19,M,1,158,0.713
DISPLAY,2016-02-01,VK,3491674,20,20,W,1,322,0.713
IVIDEO,2016-11-01,IMHO,1108400,20,34,W,1,87,0.535
DISPLAY,2016-05-01,MAILPOST,35566656,24,25,W,0,1258,0.831
DISPLAY,2016-01-01,OK,22496869,18,32,W,0,641,0.646
IVIDEO,2017-07-01,IMHO,2499953,16,24,M,0,155,0.433
DISPLAY,2016-02-01,VK,1310513,20,14,W,0,168,0.738
IVIDEO,2017-05-01,IMHO,1654209,25,29,W,1,80,0.451
IVIDEO,2016-01-01,GPMD,1149566,25,19,W,1,137,0.6
IVIDEO,2016-07-01,GPMD,1886088,20,34,W,1,124,0.633
IVIDEO,2017-05-01,IMHO,4054520,16,19,W,0,121,0.514
DISPLAY,2016-03-01,MAILHEALTH,1416176,25,30,P,1,216,0.85
DISPLAY,2016-09-01,MAILMYWORLD,2691501,25,20,W,0,180,0.738
DISPLAY,2016-10-01,VK,4787274,16,24,W,0,212,0.772
DISPLAY,2016-02-01,MAILANSWERS,4029360,18,32,M,1,87,0.165
DISPLAY,2016-06-01,VK,1244682,20,24,W,0,99,0.83
DISPLAY,2018-02-01,VK,8485082,16,28,W,1,333,0.614
IVIDEO,2017-11-01,IMHO,2144745,18,36,P,1,75,0.563
DISPLAY,2016-07-01,VK,3746657,13,11,M,1,63,0.596
IVIDEO,2017-08-01,GPMD,1936280,16,19,W,0,79,0.736
IVIDEO,2017-07-01,IMHO,1165359,18,32,M,1,57,0.55
IVIDEO,2017-07-01,GPMD,3427453,16,19,W,0,149,0.732
DISPLAY,2017-03-01,GDN,14731414,16,19,W,0,366,0.663
IVIDEO,2016-08-01,STS,382878,20,20,W,1,46,0.585
DISPLAY,2017-09-01,OK,2029036,16,19,W,0,76,0.606
IVIDEO,2016-09-01,IMHO,1858937,20,34,W,1,133,0.601
DISPLAY,2016-09-01,VK,4596484,16,19,W,0,162,0.749
DISPLAY,2016-03-01,MAILPOST,42420665,20,15,W,1,960,0.722
IVIDEO,2016-06-01,IMHO,4304327,18,26,P,1,152,0.457
DISPLAY,2016-05-01,GDN,4685703,25,20,W,0,77,0.515
DISPLAY,2016-07-01,VK,3723671,25,20,W,0,124,0.843
IVIDEO,2017-03-01,IMHO,1298431,25,19,P,1,51,0.381
DISPLAY,2016-02-01,VK,2295838,16,18,M,1,144,0.595
DISPLAY,2016-02-01,MAILMAIN,8190368,25,15,W,1,657,0.679
IVIDEO,2017-02-01,GPMD,1086303,25,24,W,0,103,0.569
DISPLAY,2016-03-01,MAILPOST,33789704,20,24,W,0,1300,0.83
IVIDEO,2017-09-01,IMHO,2043510,13,11,M,0,64,0.34
IVIDEO,2016-04-01,IMHO,694677,16,19,W,0,71,0.468
IVIDEO,2016-01-01,GPMD,1512776,25,19,W,1,224,0.677
DISPLAY,2016-05-01,VK,5563754,16,19,W,0,203,0.794
DISPLAY,2016-07-01,VK,6138662,16,19,W,0,283,0.779
IVIDEO,2016-01-01,GPMD,2429527,20,14,W,0,234,0.518
IVIDEO,2016-01-01,GPMD,1435426,20,14,W,0,86,0.53
DISPLAY,2017-12-01,MAILAUDIO,3040805,20,24,W,1,45,0.638
DISPLAY,2016-08-01,OK,24803472,25,20,W,1,492,0.545
DISPLAY,2018-01-01,VK,820947,18,46,W,0,99,0.753
DISPLAY,2017-12-01,MAILPOST,2071317,18,46,P,0,311,0.998
IVIDEO,2017-09-01,STS,959097,25,29,W,1,46,0.416
DISPLAY,2016-07-01,OK,16813756,25,25,M,1,348,0.661
IVIDEO,2016-11-01,GPMD,1169892,25,29,W,0,65,0.613
DISPLAY,2017-08-01,VK,2410860,16,19,W,0,69,0.813
DISPLAY,2016-08-01,OK,57705632,25,20,W,0,831,0.678
DISPLAY,2016-05-01,MAILPOST,8074603,18,6,M,0,171,0.659
DISPLAY,2017-09-01,MAILPOST,693858,12,52,P,0,170,1.0
IVIDEO,2016-07-01,GPMD,586791,25,29,W,1,67,0.565
DISPLAY,2016-01-01,MAILMYWORLD,2455178,16,19,W,0,114,0.743
IVIDEO,2016-10-01,GPMD,930125,18,16,W,1,100,0.649
DISPLAY,2016-06-01,MAILPOST,35208240,16,19,W,0,986,0.785
DISPLAY,2016-01-01,MAILLADY,1222599,18,26,P,1,66,0.289
DISPLAY,2016-06-01,OK,24772903,25,25,M,1,439,0.643
DISPLAY,2016-08-01,VK,4311749,16,19,W,0,179,0.726
IVIDEO,2016-12-01,IMHO,967863,18,32,M,1,41,0.442
DISPLAY,2016-03-01,GDN,1827072,25,20,W,0,94,0.655
IVIDEO,2017-04-01,IMHO,1437301,20,34,W,1,89,0.393
DISPLAY,2016-05-01,MAILLADY,13351680,25,20,W,0,936,0.821
IVIDEO,2017-04-01,IMHO,2734208,16,19,W,0,121,0.467
IVIDEO,2016-02-01,IMHO,351489,16,19,W,0,42,0.62
DISPLAY,2016-03-01,MAILLADY,1888827,25,30,P,1,270,0.865
IVIDEO,2016-11-01,STS,495556,25,19,P,1,73,0.775
IVIDEO,2017-05-01,GPMD,4338884,20,14,W,0,99,0.202
DISPLAY,2017-05-01,MATCHTV,1549214,18,32,M,1,66,0.558
DISPLAY,2016-11-01,BABYBLOG,1108385,12,52,P,0,58,1.0
DISPLAY,2017-01-01,VK,6545617,20,14,W,0,180,0.628
IVIDEO,2016-01-01,GPMD,1884999,20,14,W,0,145,0.426
IVIDEO,2016-09-01,IMHO,2202182,16,19,W,0,124,0.548
DISPLAY,2017-12-01,VK,1101802,20,14,W,0,97,0.747
IVIDEO,2016-05-01,GPMD,552036,25,29,W,1,53,0.756
IVIDEO,2018-01-01,IMHO,3784907,25,39,W,1,167,0.428
IVIDEO,2017-10-01,IMHO,2219300,20,44,W,0,197,0.809
IVIDEO,2017-10-01,IMHO,3346897,16,8,W,0,59,0.2
IVIDEO,2016-04-01,GPMD,970147,16,19,W,0,108,0.676
IVIDEO,2016-03-01,GPMD,475294,25,19,W,1,58,0.637
IVIDEO,2017-06-01,IMHO,713872,20,34,W,1,45,0.618
IVIDEO,2016-11-01,GPMD,2542763,18,32,M,1,144,0.673
IVIDEO,2016-09-01,GPMD,360180,25,24,W,0,63,0.715
IVIDEO,2017-03-01,GPMD,1079925,25,19,W,1,81,0.56
DISPLAY,2017-03-01,MAILMAIN,1002846,16,19,W,0,100,0.768
IVIDEO,2016-04-01,YOUTUBE,1833697,20,34,W,1,98,0.393
DISPLAY,2017-09-01,OK,694590,12,52,P,0,95,1.0
DISPLAY,2016-07-01,GDN,64110695,20,20,W,0,792,0.614
IVIDEO,2016-12-01,GPMD,3288298,25,19,W,1,225,0.7
DISPLAY,2016-01-01,MAILLADY,455065,25,15,W,1,70,0.657
IVIDEO,2016-04-01,GPMD,988341,18,26,P,1,85,0.472
DISPLAY,2016-03-01,MAILHEALTH,2067495,20,15,W,1,186,0.674
DISPLAY,2016-02-01,MAILMAIN,3360608,18,26,P,1,639,0.865
DISPLAY,2016-12-01,BABYBLOG,3539980,12,52,P,0,81,1.0
IVIDEO,2016-09-01,IMHO,1914529,25,29,W,0,163,0.571
DISPLAY,2017-04-01,MATCHTV,2507789,18,32,M,1,82,0.548
DISPLAY,2016-05-01,MAILPOST,34892254,20,24,W,0,1285,0.824
DISPLAY,2016-10-01,MAILDETI,862207,20,14,W,0,63,0.41
IVIDEO,2016-01-01,GPMD,934036,25,19,W,1,158,0.731
IVIDEO,2016-07-01,IMHO,2722012,20,34,W,1,170,0.498
DISPLAY,2016-07-01,GDN,5459866,25,20,W,0,145,0.472
DISPLAY,2016-09-01,OK,3976354,25,20,W,1,152,0.571
DISPLAY,2016-01-01,OK,15923487,25,19,W,1,394,0.498
IVIDEO,2016-08-01,GPMD,2647538,18,26,P,1,169,0.463
DISPLAY,2016-07-01,VK,4465802,20,20,W,0,258,0.724
DISPLAY,2017-10-01,VK,9108853,20,34,W,1,434,0.698
DISPLAY,2016-09-01,THEVILLAGE,383512,18,26,P,1,55,0.801
IVIDEO,2017-09-01,GPMD,1337761,20,14,W,0,48,0.222
IVIDEO,2016-05-01,IMHO,853133,25,29,W,1,60,0.589
DISPLAY,2016-06-01,YOUTUBE,1026872,18,26,P,1,76,0.628
DISPLAY,2017-10-01,MAILPOST,3222466,20,24,W,1,127,0.769
IVIDEO,2017-09-01,GPMD,1788108,16,8,W,0,64,0.464
IVIDEO,2017-10-01,GPMD,1224985,25,19,W,0,130,0.645
IVIDEO,2016-09-01,GPMD,2266071,16,19,W,0,281,0.763
IVIDEO,2017-10-01,IMHO,970717,25,19,W,1,54,0.269
DISPLAY,2016-12-01,MAILMP,31078465,25,25,M,1,1037,0.744
IVIDEO,2016-11-01,IMHO,3925590,18,32,M,1,222,0.549
IVIDEO,2016-02-01,YOUTUBE,4382590,20,14,W,0,117,0.502
IVIDEO,2017-09-01,GPMD,984196,18,6,M,0,63,0.615
DISPLAY,2016-04-01,MAILPOST,4199210,20,24,W,0,449,0.768
IVIDEO,2017-02-01,STS,1364830,25,29,W,0,152,0.632
DISPLAY,2016-07-01,GDN,15045854,25,20,W,0,374,0.468
IVIDEO,2016-10-01,GPMD,732916,25,24,W,0,79,0.602
DISPLAY,2016-04-01,VK,4650277,16,19,W,0,193,0.756
DISPLAY,2016-06-01,VK,5270418,16,34,M,0,259,0.8
IVIDEO,2016-06-01,GPMD,1976525,20,20,W,1,143,0.486
IVIDEO,2016-06-01,IMHO,1720960,20,20,W,1,95,0.448
DISPLAY,2016-12-01,MAILPOST,20559025,25,20,W,0,807,0.775
DISPLAY,2016-03-01,MAILMAIN,8418392,20,14,W,0,673,0.78
IVIDEO,2016-04-01,GPMD,796997,25,29,W,0,119,0.696
DISPLAY,2017-08-01,OK,28504286,16,28,W,1,427,0.617
DISPLAY,2017-08-01,MAILMAIN,5464895,16,28,W,1,345,0.688
IVIDEO,2016-12-01,STS,419513,25,19,W,0,71,0.812
IVIDEO,2016-08-01,STS,422242,20,24,W,0,49,0.711
IVIDEO,2017-02-01,IMHO,1602675,25,29,W,0,125,0.522
IVIDEO,2017-03-01,STS,328450,25,19,W,1,45,0.635
DISPLAY,2017-02-01,MAILPOST,6253006,18,32,M,0,863,0.795
IVIDEO,2016-04-01,STS,902828,25,39,W,0,47,0.476
IVIDEO,2016-05-01,STS,2007092,18,32,M,1,67,0.286
IVIDEO,2016-09-01,GPMD,1406320,25,19,W,0,148,0.773
IVIDEO,2016-10-01,GPMD,371522,25,19,W,0,62,0.778
IVIDEO,2016-09-01,GPMD,1935679,16,19,W,0,251,0.764
DISPLAY,2017-01-01,OK,18713206,18,32,M,1,373,0.66
DISPLAY,2017-12-01,OK,5974831,16,28,W,1,188,0.575
IVIDEO,2018-01-01,IMHO,2421502,20,44,W,0,155,0.538
DISPLAY,2017-10-01,VK,638352,20,24,W,1,42,0.723
IVIDEO,2017-11-01,IMHO,9736019,25,19,W,0,490,0.264
