TOUCHPOINT,MONTH,SITE,IMPRESSIONS,AGE_MIN,AGE_DIFF,SEX,INCOME,UNWEIGHTED_REACH,COMPOSITION
DISPLAY,2016-12-01,VK,5470819,20,14,W,0,138,0.575
DISPLAY,2016-08-01,GDN,21442259,25,20,W,0,488,0.531
IVIDEO,2016-12-01,GPMD,952031,25,29,W,0,96,0.443
IVIDEO,2016-05-01,YOUTUBE,8960522,25,25,M,1,356,0.503
DISPLAY,2018-01-01,VK,717958,12,52,P,0,88,1.0
IVIDEO,2017-01-01,IMHO,228724,25,29,W,0,40,0.727
IVIDEO,2017-09-01,GPMD,1207867,25,19,W,1,115,0.436
IVIDEO,2016-04-01,YOUTUBE,2045170,18,26,P,1,157,0.57
IVIDEO,2017-04-01,GPMD,2576227,16,8,W,0,89,0.41
DISPLAY,2016-10-01,VK,2670297,13,11,M,1,46,0.48
DISPLAY,2016-06-01,VK,1857935,25,24,W,1,65,0.808
DISPLAY,2016-05-01,MAILPOST,2310217,20,20,W,1,255,0.779
DISPLAY,2016-02-01,GDN,12179588,18,32,W,0,291,0.458
DISPLAY,2016-04-01,OK,29891980,20,20,W,1,485,0.603
DISPLAY,2016-08-01,VK,4063641,13,11,M,1,69,0.592
IVIDEO,2016-11-01,GPMD,557931,20,34,W,1,57,0.632
DISPLAY,2016-03-01,OK,32135472,20,34,W,1,787,0.637
DISPLAY,2016-03-01,MAILLADY,2839401,20,20,W,1,207,0.742
DISPLAY,2016-03-01,MAILMAIN,10256235,25,20,W,0,827,0.831
IVIDEO,2017-02-01,GPMD,9167237,25,19,P,1,243,0.28
IVIDEO,2017-03-01,IMHO,1665124,18,32,M,1,129,0.531
IVIDEO,2016-10-01,IMHO,1096871,18,16,W,1,74,0.45
IVIDEO,2017-02-01,GPMD,1364244,16,24,P,0,47,0.482
IVIDEO,2017-11-01,IMHO,25914079,25,19,P,1,566,0.309
DISPLAY,2017-11-01,MAILAUDIO,3226323,20,24,W,1,46,0.766
DISPLAY,2017-12-01,MAILPOST,14362999,16,28,W,1,606,0.73
IVIDEO,2018-02-01,GPMD,2540468,25,19,P,1,276,0.671
DISPLAY,2017-06-01,OK,3561254,16,19,W,0,132,0.768
IVIDEO,2016-10-01,IMHO,2772349,25,29,W,0,177,0.57
DISPLAY,2016-10-01,OK,24804783,25,20,W,1,412,0.543
IVIDEO,2016-05-01,YOUTUBE,5593960,16,19,W,0,311,0.591
IVIDEO,2017-04-01,IMHO,1631727,20,34,W,1,169,0.602
DISPLAY,2016-07-01,MAILPOST,8019238,25,29,W,1,723,0.763
IVIDEO,2016-04-01,YOUTUBE,599997,25,29,W,0,40,0.584
DISPLAY,2016-04-01,VK,4985999,16,24,W,0,176,0.822
IVIDEO,2016-08-01,GPMD,1175336,13,11,M,0,106,0.597
DISPLAY,2016-12-01,BABYBLOG,833243,12,52,P,0,40,1.0
IVIDEO,2016-08-01,STS,345551,25,19,W,0,47,0.759
DISPLAY,2017-04-01,SPORTBOX,1089766,18,32,M,1,61,0.526
IVIDEO,2016-12-01,GPMD,2565372,16,19,W,0,217,0.713
IVIDEO,2016-05-01,GPMD,876972,25,19,W,1,108,0.633
IVIDEO,2016-04-01,GPMD,649353,16,19,W,0,49,0.872
DISPLAY,2016-09-01,MAILLADY,2444119,25,20,W,1,200,0.734
IVIDEO,2016-02-01,IMHO,413910,20,20,W,1,49,0.614
IVIDEO,2016-04-01,IMHO,814775,18,17,P,1,77,0.447
DISPLAY,2016-09-01,YOUTUBE,5059410,25,24,W,1,116,0.311
DISPLAY,2016-06-01,VK,1241942,25,20,W,0,84,0.788
IVIDEO,2016-12-01,GPMD,624084,25,19,W,1,91,0.76
IVIDEO,2017-11-01,IMHO,3830022,16,28,W,1,168,0.286
IVIDEO,2016-11-01,IMHO,2530291,25,29,W,0,194,0.612
IVIDEO,2017-08-01,IMHO,1143916,18,6,M,0,49,0.341
DISPLAY,2016-12-01,OK,15711199,18,32,M,1,318,0.648
DISPLAY,2016-03-01,OK,3680114,18,32,M,1,151,0.629
DISPLAY,2016-09-01,OK,1942855,20,24,W,1,73,0.457
DISPLAY,2016-03-01,VK,1798686,16,19,W,0,124,0.767
DISPLAY,2016-08-01,MAILMYWORLD,5199108,25,20,W,0,229,0.713
DISPLAY,2016-03-01,OK,25846912,25,19,W,1,539,0.535
IVIDEO,2016-03-01,GPMD,1764902,25,19,W,1,199,0.481
DISPLAY,2016-05-01,VK,5863598,16,19,W,0,222,0.762
IVIDEO,2016-04-01,IMHO,3357091,25,19,W,1,238,0.458
IVIDEO,2016-10-01,GPMD,3591774,16,19,W,0,312,0.762
IVIDEO,2016-09-01,YOUTUBE,724655,18,26,P,1,65,0.524
IVIDEO,2016-12-01,GPMD,1225530,25,19,W,1,154,0.719
IVIDEO,2016-08-01,GPMD,1356996,20,34,W,1,129,0.726
IVIDEO,2017-08-01,GPMD,2933568,16,8,W,0,124,0.498
IVIDEO,2017-01-01,GPMD,2616819,25,19,W,0,369,0.708
IVIDEO,2016-07-01,GPMD,4101644,18,32,M,1,444,0.694
IVIDEO,2017-03-01,GPMD,1177186,20,14,W,0,64,0.262
IVIDEO,2016-04-01,GPMD,679604,16,19,W,0,60,0.822
DISPLAY,2016-04-01,OK,22877181,20,15,W,1,340,0.618
DISPLAY,2016-07-01,MAILPOST,17499684,16,19,W,0,734,0.807
IVIDEO,2017-08-01,IMHO,3321000,16,18,M,1,168,0.375
IVIDEO,2016-05-01,IMHO,1949038,18,26,P,1,86,0.575
DISPLAY,2016-01-01,MAILPOST,3881327,20,20,W,0,116,0.765
DISPLAY,2016-05-01,VK,1351875,20,24,W,0,117,0.815
IVIDEO,2017-09-01,IMHO,2151020,25,19,W,1,192,0.397
DISPLAY,2017-09-01,MAILMAIN,549434,12,52,P,0,134,1.0
DISPLAY,2017-11-01,MAILPOST,3578663,20,24,W,1,126,0.773
DISPLAY,2017-12-01,MAILMAIN,2127568,16,28,W,1,167,0.674
IVIDEO,2018-02-01,GPMD,4092446,16,34,W,0,188,0.35
DISPLAY,2017-10-01,OK,4207820,16,28,W,1,138,0.679
IVIDEO,2017-07-01,STS,985958,18,32,M,1,42,0.484
IVIDEO,2016-11-01,GPMD,320968,25,19,W,1,42,0.718
IVIDEO,2017-01-01,STS,450496,18,26,W,1,41,0.581
DISPLAY,2017-06-01,VK,1297203,16,8,W,0,44,0.767
IVIDEO,2017-09-01,IMHO,3197252,25,19,W,1,213,0.302
IVIDEO,2017-02-01,IMHO,1623503,25,19,W,1,89,0.445
DISPLAY,2016-04-01,VK,3755572,16,19,W,0,145,0.776
IVIDEO,2016-04-01,YOUTUBE,990937,18,16,W,0,42,0.426
DISPLAY,2016-03-01,MAILPOST,21714178,20,14,W,0,760,0.822
DISPLAY,2016-05-01,VK,1392208,25,20,W,0,91,0.798
DISPLAY,2016-02-01,OK,13438992,20,24,W,0,429,0.509
IVIDEO,2016-12-01,GPMD,5323937,25,19,P,1,236,0.327
IVIDEO,2017-05-01,GPMD,1370856,18,6,M,0,82,0.568
DISPLAY,2017-03-01,MATCHTV,1929078,18,32,M,1,50,0.492
DISPLAY,2016-11-01,OK,10554371,18,26,P,1,371,0.856
IVIDEO,2016-10-01,IMHO,1334718,20,34,W,1,97,0.494
DISPLAY,2016-03-01,OK,18776966,20,14,W,0,342,0.723
IVIDEO,2017-04-01,IMHO,998002,25,19,W,0,96,0.398
IVIDEO,2017-02-01,IMHO,1175176,25,19,W,0,110,0.475
IVIDEO,2016-07-01,STS,370145,18,32,M,1,53,0.685
IVIDEO,2017-05-01,IMHO,1492226,20,34,W,1,137,0.633
IVIDEO,2016-05-01,STS,856400,25,19,W,1,43,0.251
DISPLAY,2017-09-01,VK,1868229,13,11,M,0,40,0.849
DISPLAY,2016-05-01,SPORTEXPRESS,1363252,25,25,M,1,44,0.509
DISPLAY,2016-10-01,OK,9972176,20,15,W,1,211,0.574
DISPLAY,2017-06-01,MAILPOST,2663467,13,11,M,0,78,0.499
IVIDEO,2017-01-01,GPMD,1042736,25,29,W,0,131,0.6
DISPLAY,2017-12-01,MAILPOST,2954517,20,24,W,1,108,0.768
IVIDEO,2016-06-01,IMHO,4293544,18,32,M,1,265,0.557
IVIDEO,2017-10-01,IMHO,3411526,20,44,W,0,321,0.796
DISPLAY,2017-10-01,MAILAUDIO,2387768,20,24,W,1,52,0.701
DISPLAY,2016-09-01,VK,6680513,18,27,W,0,260,0.791
IVIDEO,2016-04-01,YOUTUBE,2226122,16,19,W,0,110,0.58
IVIDEO,2016-09-01,GPMD,1561059,25,39,W,0,286,0.8
DISPLAY,2017-05-01,VK,3327334,16,8,W,0,67,0.239
DISPLAY,2017-01-01,VK,7926929,16,18,W,0,169,0.728
IVIDEO,2017-02-01,IMHO,520220,25,19,W,0,44,0.346
IVIDEO,2016-04-01,YOUTUBE,2378605,25,29,W,0,128,0.618
IVIDEO,2016-05-01,GPMD,656885,16,19,W,0,74,0.692
IVIDEO,2016-08-01,GPMD,1729722,18,16,W,1,203,0.659
IVIDEO,2016-09-01,YOUTUBE,835957,25,19,W,0,88,0.631
DISPLAY,2016-04-01,VK,7049927,16,29,P,0,242,0.894
DISPLAY,2017-01-01,OK,10881193,18,26,P,1,748,0.766
IVIDEO,2017-03-01,IMHO,911511,18,6,M,0,56,0.424
IVIDEO,2016-12-01,IMHO,1826059,16,19,W,0,126,0.643
DISPLAY,2017-05-01,MAILPOST,38869786,16,28,W,1,1128,0.715
DISPLAY,2016-03-01,MAILHEALTH,1024194,20,24,W,0,129,0.791
DISPLAY,2017-08-01,MAILPOST,36372101,16,28,W,1,916,0.709
DISPLAY,2016-09-01,VK,6960461,16,24,W,0,323,0.694
DISPLAY,2016-09-01,MAILMYWORLD,2334515,25,20,W,1,127,0.678
DISPLAY,2016-03-01,MAILPOST,42253887,16,28,W,1,1354,0.753
IVIDEO,2017-03-01,STS,733603,18,32,M,1,46,0.284
IVIDEO,2016-11-01,IMHO,8611048,25,19,P,1,235,0.45
DISPLAY,2016-12-01,VK,1694199,20,24,W,0,53,0.791
DISPLAY,2016-04-01,VK,1915227,16,18,M,1,102,0.495
DISPLAY,2016-03-01,MAILPOST,53024231,25,20,W,1,1381,0.718
IVIDEO,2016-06-01,GPMD,991470,25,29,W,1,84,0.61
IVIDEO,2017-10-01,GPMD,592410,13,11,M,0,50,0.716
IVIDEO,2017-07-01,GPMD,1936280,16,19,W,0,113,0.761
DISPLAY,2017-09-01,OK,695022,12,52,P,0,123,1.0
DISPLAY,2017-12-01,MAILPOST,14645487,25,19,W,1,614,0.728
DISPLAY,2017-12-01,MAILPOST,2070075,18,46,P,0,375,1.0
IVIDEO,2017-04-01,GPMD,3424201,25,19,W,1,366,0.613
IVIDEO,2016-11-01,GPMD,4119637,20,14,W,0,332,0.619
IVIDEO,2017-08-01,IMHO,5126900,16,24,M,0,264,0.476
IVIDEO,2017-07-01,GPMD,1202876,25,19,W,0,106,0.732
IVIDEO,2017-03-01,IMHO,950455,25,29,W,0,91,0.567
DISPLAY,2017-06-01,VK,720382,18,26,M,0,51,0.839
DISPLAY,2017-01-01,VK,12026082,18,26,W,0,359,0.714
IVIDEO,2016-09-01,GPMD,1969378,20,20,W,1,212,0.563
IVIDEO,2016-09-01,IMHO,2929412,18,26,P,1,88,0.466
IVIDEO,2016-08-01,GPMD,2770281,20,14,W,0,179,0.565
DISPLAY,2017-02-01,OK,10440982,18,32,M,1,259,0.637
IVIDEO,2016-09-01,IMHO,1861756,20,34,W,1,96,0.556
IVIDEO,2016-11-01,IMHO,1143136,25,19,W,0,83,0.425
DISPLAY,2017-05-01,OK,28488086,16,28,W,1,537,0.643
DISPLAY,2016-02-01,YOUTUBE,17083060,18,32,M,1,349,0.412
IVIDEO,2016-12-01,GPMD,1265440,25,29,W,0,88,0.544
IVIDEO,2016-12-01,IMHO,4605737,25,25,M,1,270,0.437
DISPLAY,2016-05-01,MAILLADY,7860176,25,20,W,0,801,0.804
IVIDEO,2017-01-01,STS,424027,16,19,W,0,53,0.774
IVIDEO,2016-02-01,STS,585099,25,19,W,1,52,0.479
IVIDEO,2016-04-01,YOUTUBE,1854473,25,19,W,1,99,0.504
DISPLAY,2016-03-01,MAILPOST,13327618,25,15,W,1,762,0.749
IVIDEO,2017-04-01,GPMD,2145237,20,14,W,0,113,0.262
DISPLAY,2016-11-01,VK,4148770,16,8,M,1,46,0.313
DISPLAY,2017-01-01,GDN,62450112,18,26,P,1,1038,0.688
IVIDEO,2016-09-01,GPMD,409680,25,19,W,0,49,0.676
IVIDEO,2016-04-01,YOUTUBE,1051365,20,34,W,1,70,0.466
IVIDEO,2016-04-01,STS,1427015,20,14,W,0,46,0.259
IVIDEO,2016-04-01,GPMD,503265,18,17,P,1,50,0.725
IVIDEO,2016-12-01,IMHO,5176239,18,32,M,1,178,0.41
DISPLAY,2016-11-01,MAILPOST,7781603,25,20,W,0,531,0.815
DISPLAY,2017-09-01,VK,970776,18,46,P,0,53,0.742
DISPLAY,2017-09-01,OK,695098,12,52,P,0,79,1.0
DISPLAY,2017-09-01,MAILPOST,692896,12,52,P,0,193,1.0
DISPLAY,2018-01-01,MAILMAIN,3041341,16,28,W,1,304,0.707
DISPLAY,2016-04-01,OK,5967189,15,20,W,0,195,0.71
IVIDEO,2017-12-01,IMHO,9471063,20,14,W,0,114,0.136
DISPLAY,2017-10-01,MAILAUDIO,1988895,20,24,W,1,41,0.877
IVIDEO,2017-05-01,IMHO,1550374,25,19,W,0,99,0.409
IVIDEO,2017-08-01,IMHO,1482081,25,39,W,1,181,0.645
IVIDEO,2016-11-01,GPMD,2028278,25,29,W,0,205,0.577
IVIDEO,2017-10-01,IMHO,3926000,25,19,W,0,240,0.297
IVIDEO,2016-09-01,IMHO,2830051,18,32,M,1,210,0.601
IVIDEO,2016-09-01,YOUTUBE,1605435,18,26,P,1,118,0.581
DISPLAY,2017-01-01,BABYBLOG,5915764,12,52,P,0,162,1.0
DISPLAY,2017-06-01,VK,3291439,16,28,W,1,205,0.623
IVIDEO,2017-09-01,IMHO,2471939,16,19,W,0,154,0.619
IVIDEO,2017-02-01,IMHO,1963531,25,19,W,1,121,0.335
IVIDEO,2017-05-01,IMHO,1525413,18,32,M,1,75,0.347
DISPLAY,2016-08-01,OK,20702417,20,24,W,1,471,0.56
IVIDEO,2016-05-01,IMHO,951299,16,19,W,0,62,0.611
DISPLAY,2016-05-01,VK,1025792,25,20,W,0,85,0.801
DISPLAY,2016-12-01,RAMBLER,747954,20,24,W,1,58,0.548
DISPLAY,2016-01-01,OK,20349110,25,29,W,0,632,0.631
IVIDEO,2017-04-01,GPMD,1450490,20,34,W,1,84,0.467
DISPLAY,2016-09-01,VK,4134864,18,26,P,0,225,0.845
IVIDEO,2016-08-01,YOUTUBE,1537180,25,29,W,1,105,0.535
DISPLAY,2016-09-01,GDN,11779659,25,20,W,0,317,0.55
IVIDEO,2018-01-01,GPMD,1588007,16,8,W,0,56,0.401
DISPLAY,2016-02-01,MAILPOST,28408873,15,20,W,0,1024,0.785
IVIDEO,2016-11-01,IMHO,2380828,25,19,W,1,139,0.4
DISPLAY,2016-12-01,BABYBLOG,907655,12,52,P,0,41,1.0
DISPLAY,2016-02-01,MAILPOST,18784355,20,24,M,1,721,0.392
DISPLAY,2017-01-01,BABYBLOG,190181,12,52,P,0,42,1.0
IVIDEO,2017-07-01,GPMD,1171229,18,16,W,1,60,0.547
IVIDEO,2017-09-01,GPMD,946051,25,19,W,0,84,0.597
IVIDEO,2017-09-01,IMHO,10261227,18,32,M,1,482,0.524
DISPLAY,2016-04-01,MAILPOST,56275101,18,26,P,1,2286,0.85
IVIDEO,2016-07-01,GPMD,2659314,16,24,M,0,266,0.67
IVIDEO,2016-04-01,IMHO,524084,20,34,W,1,43,0.464
DISPLAY,2016-05-01,VK,1965063,25,24,W,1,98,0.762
IVIDEO,2017-02-01,GPMD,1915927,20,34,W,1,218,0.644
IVIDEO,2016-10-01,IMHO,890543,25,19,W,0,75,0.417
IVIDEO,2017-01-01,GPMD,1822169,20,14,W,0,69,0.148
DISPLAY,2016-12-01,VK,3344787,16,18,W,0,80,0.622
IVIDEO,2016-07-01,IMHO,1053239,16,19,W,0,55,0.555
IVIDEO,2017-04-01,GPMD,3529838,16,19,W,0,353,0.7
DISPLAY,2016-03-01,VK,1791684,20,34,W,1,140,0.767
DISPLAY,2016-08-01,MAILMAIN,1934141,16,19,W,0,237,0.841
DISPLAY,2016-04-01,MAILPOST,21350629,20,14,W,0,687,0.782
IVIDEO,2016-02-01,IMHO,1235633,20,20,W,1,76,0.467
IVIDEO,2016-08-01,GPMD,991886,18,16,W,0,94,0.704
IVIDEO,2016-09-01,YOUTUBE,2541373,20,20,W,0,183,0.544
IVIDEO,2017-06-01,IMHO,1596547,25,19,W,0,121,0.366
DISPLAY,2016-05-01,MAILLADY,1509605,25,20,W,0,177,0.8
IVIDEO,2017-04-01,IMHO,1166807,25,29,W,0,102,0.611
DISPLAY,2017-09-01,MAILPOST,271831,25,24,W,1,61,0.74
DISPLAY,2016-03-01,GDN,7657029,20,14,W,0,80,0.521
DISPLAY,2017-11-01,MAILAUDIO,2941450,20,24,W,1,45,0.561
IVIDEO,2017-11-01,IMHO,3407966,25,19,W,1,228,0.34
DISPLAY,2017-11-01,OK,4801794,20,34,W,1,214,0.541
IVIDEO,2017-07-01,IMHO,1837694,16,19,W,0,66,0.587
DISPLAY,2017-05-01,VK,1523539,16,18,M,0,75,0.673
IVIDEO,2016-10-01,GPMD,2494509,20,14,W,0,233,0.613
DISPLAY,2016-07-01,MAILPOST,16611074,25,25,M,1,828,0.752
IVIDEO,2016-03-01,GPMD,755959,25,19,W,1,68,0.654
IVIDEO,2016-07-01,GPMD,1359712,20,34,W,1,86,0.637
IVIDEO,2016-02-01,YOUTUBE,2865749,25,29,W,0,271,0.714
DISPLAY,2017-06-01,VK,1469555,18,6,M,0,81,0.68
DISPLAY,2016-02-01,OK,24829863,20,24,M,1,319,0.315
IVIDEO,2017-09-01,IMHO,1653335,25,19,W,0,130,0.599
IVIDEO,2017-09-01,IMHO,2541069,16,8,W,0,70,0.357
DISPLAY,2016-07-01,OK,2722944,25,29,W,1,172,0.634
IVIDEO,2016-11-01,GPMD,1940210,25,19,W,1,146,0.698
IVIDEO,2016-10-01,IMHO,1360646,25,24,W,0,110,0.431
DISPLAY,2016-10-01,VK,2910120,18,6,M,0,115,0.746
IVIDEO,2016-06-01,GPMD,405555,25,29,W,0,79,0.776
DISPLAY,2016-06-01,MAILPOST,11752724,20,14,W,0,576,0.812
DISPLAY,2016-03-01,MAILPOST,28435715,15,20,W,0,954,0.811
DISPLAY,2016-10-01,MAILLADY,1459644,20,24,W,1,111,0.813
DISPLAY,2016-03-01,OK,2130659,20,14,W,0,107,0.759
IVIDEO,2016-02-01,GPMD,2514457,20,20,W,1,61,0.155
DISPLAY,2016-06-01,GDN,12825733,25,24,W,1,118,0.501
DISPLAY,2017-10-01,VK,464222,20,14,W,0,40,0.578
DISPLAY,2016-01-01,OK,3683653,18,32,M,1,144,0.6
DISPLAY,2017-02-01,MAILPOST,14791703,18,26,W,1,1045,0.694
DISPLAY,2017-05-01,SPORTBOX,910794,18,32,M,1,64,0.551
IVIDEO,2016-01-01,GPMD,539657,16,19,W,0,58,0.733
DISPLAY,2016-03-01,MAILMAIN,7282805,25,19,W,1,679,0.708
IVIDEO,2016-07-01,GPMD,1235942,20,20,W,0,92,0.534
DISPLAY,2016-06-01,MAILSPORTS,2814172,20,25,M,1,272,0.797
DISPLAY,2016-06-01,VK,446984,16,24,M,0,40,0.653
DISPLAY,2016-06-01,VK,932572,16,24,W,0,66,0.83
IVIDEO,2017-03-01,GPMD,3041570,20,34,W,1,346,0.629
IVIDEO,2017-01-01,GPMD,2604213,18,32,M,1,161,0.52
IVIDEO,2017-07-01,IMHO,1212376,16,19,W,0,57,0.485
DISPLAY,2017-11-01,VK,6324297,16,28,W,1,219,0.596
IVIDEO,2017-11-01,STS,635611,18,26,P,1,52,0.274
DISPLAY,2016-01-01,MAILPOST,34662654,16,19,W,0,1005,0.811
IVIDEO,2017-12-01,IMHO,1820003,16,8,W,0,49,0.339
IVIDEO,2016-09-01,IMHO,1108185,16,19,W,0,85,0.481
DISPLAY,2017-05-01,VK,2470561,16,8,W,0,112,0.737
IVIDEO,2017-06-01,GPMD,4140900,18,32,M,1,319,0.582
IVIDEO,2017-04-01,IMHO,1193793,20,34,W,1,82,0.477
IVIDEO,2016-05-01,GPMD,1082331,16,19,W,0,92,0.737
DISPLAY,2016-06-01,MAILPOST,11210505,18,32,M,1,728,0.763
DISPLAY,2017-09-01,OK,692809,12,52,P,0,85,1.0
DISPLAY,2016-05-01,OK,18721016,20,14,W,0,336,0.728
DISPLAY,2016-10-01,VK,1899737,20,14,W,0,129,0.499
IVIDEO,2017-03-01,STS,472535,25,19,P,1,73,0.719
DISPLAY,2016-07-01,VK,8818911,25,39,M,1,526,0.74
DISPLAY,2016-11-01,MAILMAIN,2120225,18,26,P,1,199,0.792
DISPLAY,2016-09-01,MAILPOST,19573879,20,20,W,0,872,0.824
DISPLAY,2016-02-01,OK,6396145,18,32,M,1,106,0.236
IVIDEO,2016-11-01,STS,485173,16,19,W,0,50,0.844
IVIDEO,2016-12-01,GPMD,322966,25,19,W,1,53,0.837
IVIDEO,2016-02-01,GPMD,304994,25,19,W,1,47,0.579
IVIDEO,2016-05-01,GPMD,609505,25,19,W,1,97,0.624
IVIDEO,2016-04-01,IMHO,952815,25,39,W,0,93,0.717
DISPLAY,2017-02-01,GDN,19553002,18,26,W,1,329,0.637
DISPLAY,2016-05-01,YOUTUBE,2182579,18,26,P,1,152,0.695
DISPLAY,2016-10-01,MAILPOST,5641234,18,32,M,0,563,0.793
IVIDEO,2016-12-01,GPMD,1274836,25,29,W,0,160,0.579
DISPLAY,2016-12-01,MAILPOST,14563567,18,26,P,1,1083,0.812
IVIDEO,2017-12-01,IMHO,3348940,16,28,W,1,82,0.27
DISPLAY,2017-12-01,VK,2184732,25,19,W,0,245,0.756
IVIDEO,2016-03-01,YOUTUBE,3135195,20,14,W,0,120,0.517
IVIDEO,2017-06-01,GPMD,2679470,25,29,W,1,165,0.436
IVIDEO,2016-08-01,IMHO,2235152,18,32,M,1,211,0.577
DISPLAY,2017-10-01,VK,299250,16,24,W,0,50,0.771
IVIDEO,2017-04-01,IMHO,1354320,25,29,W,0,112,0.566
IVIDEO,2016-05-01,STS,2609741,16,19,W,0,70,0.349
DISPLAY,2016-10-01,OK,10455753,18,32,M,1,288,0.678
DISPLAY,2017-04-01,VK,255388,12,52,P,0,43,1.0
IVIDEO,2016-07-01,YOUTUBE,3014607,20,14,W,0,156,0.357
IVIDEO,2017-02-01,GPMD,9411668,20,14,W,0,258,0.237
DISPLAY,2016-01-01,VK,1179190,20,14,W,0,70,0.462
IVIDEO,2016-04-01,STS,2245580,25,19,W,1,83,0.312
DISPLAY,2016-06-01,MAILSPORTS,6858439,20,25,M,1,208,0.336
DISPLAY,2016-02-01,MAILPOST,40778913,18,32,W,0,1731,0.832
DISPLAY,2016-05-01,MAILPOST,37180461,16,19,W,0,1020,0.785
DISPLAY,2016-10-01,MAILPOST,1357799,16,29,P,0,41,0.571
IVIDEO,2017-04-01,STS,1184031,18,26,P,1,132,0.688
IVIDEO,2017-02-01,GPMD,755079,25,29,W,0,80,0.626
DISPLAY,2016-03-01,OK,77261894,20,24,W,0,782,0.489
IVIDEO,2016-08-01,YOUTUBE,4898459,20,20,W,0,372,0.548
DISPLAY,2017-09-01,VK,1406296,16,24,W,0,62,0.775
IVIDEO,2017-09-01,GPMD,7746583,20,14,W,0,92,0.153
DISPLAY,2018-02-01,VK,1454310,18,26,W,0,84,0.717
IVIDEO,2018-02-01,IMHO,7902678,25,19,W,1,68,0.299
IVIDEO,2017-11-01,IMHO,14173748,18,26,P,1,504,0.318
DISPLAY,2017-11-01,MAILPOST,4431674,18,46,P,0,442,0.993
IVIDEO,2016-06-01,YOUTUBE,6958805,25,25,M,1,313,0.476
IVIDEO,2017-07-01,GPMD,3035000,16,24,M,0,144,0.681
DISPLAY,2017-08-01,MAILPOST,17426834,16,19,W,0,629,0.768
IVIDEO,2016-09-01,IMHO,4282465,18,27,P,1,245,0.494
IVIDEO,2017-05-01,GPMD,1751269,20,34,W,1,123,0.442
IVIDEO,2016-04-01,IMHO,1112661,20,34,W,1,66,0.348
IVIDEO,2016-08-01,GPMD,707141,25,19,W,0,79,0.775
DISPLAY,2016-12-01,BABYBLOG,8941542,12,52,P,0,169,1.0
DISPLAY,2016-04-01,AFISHA,670129,18,17,P,1,50,0.39
DISPLAY,2016-08-01,MAILMAIN,2924454,20,24,W,1,345,0.724
IVIDEO,2016-04-01,GPMD,670868,25,19,W,1,77,0.525
DISPLAY,2017-01-01,BABYBLOG,9000441,12,52,P,0,172,1.0
IVIDEO,2016-06-01,IMHO,1547419,20,34,W,1,83,0.553
DISPLAY,2016-01-01,MAILMAIN,9833243,25,19,W,1,846,0.717
DISPLAY,2016-03-01,AFISHA,3743094,18,37,P,1,96,0.814
IVIDEO,2017-02-01,GPMD,2412079,25,19,W,0,349,0.7
IVIDEO,2017-03-01,IMHO,1239847,16,19,W,0,78,0.703
DISPLAY,2017-05-01,MATCHTV,2012426,18,32,M,1,58,0.532
DISPLAY,2016-08-01,YOUTUBE,2408344,25,24,W,1,62,0.261
IVIDEO,2017-01-01,IMHO,1550221,25,19,W,1,75,0.356
IVIDEO,2016-04-01,GPMD,738885,20,14,W,0,111,0.812
DISPLAY,2016-11-01,OK_PROMOPOST,6640558,20,14,W,0,74,0.665
IVIDEO,2016-02-01,GPMD,343048,25,19,W,0,46,0.686
IVIDEO,2016-12-01,GPMD,591894,20,34,W,1,76,0.636
IVIDEO,2016-01-01,IMHO,743581,25,19,W,1,76,0.497
IVIDEO,2016-03-01,GPMD,1151371,18,32,M,1,121,0.688
IVIDEO,2016-06-01,GPMD,1667276,20,14,W,0,177,0.592
IVIDEO,2017-09-01,IMHO,1737957,25,39,W,1,176,0.666
IVIDEO,2017-09-01,IMHO,3117860,20,14,W,0,46,0.236
IVIDEO,2017-09-01,IMHO,1731702,20,44,W,0,231,0.777
IVIDEO,2017-11-01,IMHO,3726985,18,32,M,1,267,0.504
IVIDEO,2017-10-01,GPMD,2121875,25,19,W,1,242,0.571
IVIDEO,2016-12-01,GPMD,2251754,25,25,M,1,187,0.476
DISPLAY,2016-09-01,VK,1698208,16,9,W,0,58,0.688
IVIDEO,2017-09-01,IMHO,2851765,20,44,W,0,237,0.858
IVIDEO,2016-09-01,IMHO,1017636,20,34,W,1,82,0.53
DISPLAY,2016-04-01,OK,12939532,16,19,W,0,285,0.699
IVIDEO,2016-04-01,YOUTUBE,950029,16,19,W,0,54,0.708
IVIDEO,2016-10-01,GPMD,319507,20,34,W,1,48,0.796
DISPLAY,2016-01-01,OK,1847461,18,26,P,1,107,0.784
DISPLAY,2016-12-01,BABYBLOG,1549156,12,52,P,0,70,1.0
IVIDEO,2016-11-01,GPMD,685385,25,19,W,0,72,0.855
DISPLAY,2016-07-01,VK,6207594,18,17,W,1,194,0.492
IVIDEO,2017-02-01,IMHO,2074369,18,26,W,1,124,0.461
IVIDEO,2017-02-01,STS,263688,25,19,W,0,42,0.795
DISPLAY,2016-03-01,OK,21538089,25,30,P,1,912,0.829
DISPLAY,2016-03-01,MAILPOST,2362894,18,32,M,1,238,0.814
DISPLAY,2016-04-01,MAILLADY,5686564,25,20,W,1,385,0.76
IVIDEO,2016-02-01,GPMD,2105692,16,19,W,0,165,0.578
IVIDEO,2016-06-01,GPMD,1946147,20,14,W,0,109,0.569
DISPLAY,2016-11-01,OK,2880925,18,32,M,0,122,0.765
